Date,Credit/Debit,Transaction Name,Balance
24/03/2024,-52.14,MCDONALDS QUEEN ST BRISBANE QLDAU,107.2
24/03/2024,-146.95,DYMOCKS BRISBANE PTY L BRISBANE AU,159.34
24/03/2024,100,Transfer from xx1056 CommBank app,306.29
23/03/2024,100,Transfer from xx0713 CommBank app,206.29
23/03/2024,-2.9,MILLIONLIFE AU PTY LTD Reedy CreeQLDAU,106.29
23/03/2024,-42,Dominos Estore New Far dominos.com.a AU AUS Card xx5077 Value Date: 21/03/2024,109.19
23/03/2024,-56,Dominos Estore Greensl dominos.com.a AU AUS Card xx5077 Value Date: 21/03/2024,151.19
23/03/2024,-4.5,CantaloupeSystemsAustr Albion QL AUS Card xx5077 Value Date: 21/03/2024,207.19
23/03/2024,42,Return Dominos Estore New Far dominos.com.a AU AUS Card xx5077 Value Date: 21/03/2024,211.69
22/03/2024,-15,Overdraw Fee For exceeding available funds on 21 Mar,169.69
22/03/2024,-10.05,IGA PULLENVALE PULLENVALE AU,184.69
22/03/2024,100,Transfer from xx0713 CommBank app,194.74
21/03/2024,50,Transfer from xx0713 CommBank app,94.74
21/03/2024,-5,TANGERPAY NSW AU AUS Card xx5077 Value Date: 19/03/2024,44.74
21/03/2024,-4,TANGERPAY Greenslopes AU AUS Card xx5077 Value Date: 19/03/2024,49.74
21/03/2024,-33.55,UBER* EATS SYDNEY NS AUS Card xx5077 Value Date: 18/03/2024,53.74
21/03/2024,-16.28,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 19/03/2024,87.29
20/03/2024,-100,Transfer to xx0713 CommBank app,103.57
20/03/2024,-150,Transfer to xx1056 CommBank app,203.57
20/03/2024,-150,Transfer To Rafael CommBank App Rent,353.57
20/03/2024,273.91,Salary ALH GROUP 236263,503.57
20/03/2024,-150,Transfer to xx0713 CommBank app,229.66
20/03/2024,-1000,Transfer to xx1056 CommBank app,379.66
20/03/2024,-12.8,LUV A COFFEE BURANDA BURANDA QLD AU,1379.66
20/03/2024,677.2,Salary UNI OF QLD 2263922 10712884,1392.46
20/03/2024,589.23,Salary UNI OF QLD 2263920 10712884,715.26
20/03/2024,-55.59,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 17/03/2024,126.03
20/03/2024,-13.07,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 18/03/2024,181.62
20/03/2024,-26.23,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 18/03/2024,194.69
20/03/2024,-18.71,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 18/03/2024,220.92
19/03/2024,-25.59,WOOLWORTHS 2614 BURANDA QLD AU,239.63
19/03/2024,100,Transfer from xx1056 CommBank app,265.22
19/03/2024,-68.88,RIBS & BURGERS FORTITU FORTITUDE VAL QL AUS Card xx5077 Value Date: 15/03/2024,165.22
19/03/2024,-19.56,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 14/03/2024,234.1
19/03/2024,-21.25,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 15/03/2024,253.66
19/03/2024,-11.47,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 15/03/2024,274.91
19/03/2024,-13.48,PACIFIC CONCEPTS* ME&U THE ROCKS NS AUS Card xx5077 Value Date: 16/03/2024,286.38
19/03/2024,-19.95,IRE* 2APPLYWEB APPLICA MILTON QL AUS Card xx5077 Value Date: 17/03/2024,299.86
19/03/2024,-38.17,Temu.com INTERNET AUS Card xx5077 Value Date: 17/03/2024,319.81
19/03/2024,-48.06,UBER *EATS Sydney AU AUS Card xx5077 Value Date: 17/03/2024,357.98
19/03/2024,-8.35,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 17/03/2024,406.04
19/03/2024,-14.03,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 17/03/2024,414.39
19/03/2024,-25.97,UBER *TRIP Sydney AU AUS Card xx5077 Value Date: 16/03/2024,428.42
18/03/2024,100,Transfer from xx1056 CommBank app,454.39
18/03/2024,-17.55,IGA PULLENVALE PULLENVALE AU,354.39
